Dataset,target_word,guess,similarity_score,iteration,word_embedding,vocabulary_words_file_name_path,vocabulary_words_count,execution_time
English,homework,roustabouts,4.327415404436175,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,homework,homework,99.9999998181011,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,obvious,alala,-2.438302061341746,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,obvious,headaches,13.366722817568732,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,obvious,obvious,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,contemplate,snorkels,1.344258579508939,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,contemplate,embezzler,1.5839973089651682,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,contemplate,contemplate,99.99999872247574,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,sodium,validating,-0.43275209267257253,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,sodium,frank,7.633249208745485,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,sodium,sodium,99.99999934773611,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,testify,pates,4.970249966492746,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,testify,protracting,9.024580565483841,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,testify,testify,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,tragic,nuisance,4.3510771810092,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,tragic,refreshed,-2.4883140747647747,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,tragic,tragic,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,rail,incoherent,3.481034855583942,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,rail,fueling,8.54438190357345,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,rail,rail,99.9999998364547,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,reader,alters,6.725872862672144,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,reader,snapshotting,8.991984223674566,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,reader,reader,99.9999982021754,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,electronic,hullabaloo,0.8532846222232715,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,electronic,desexing,7.931043733018606,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,electronic,electronic,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,policeman,reputations,-2.5977032056252902,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,policeman,mediated,7.19812714936271,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,policeman,policeman,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,quarterback,polished,14.572279273189803,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,quarterback,quantifiers,6.913136088617334,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,quarterback,quarterback,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,tighten,artefact,0.021907804086562788,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,tighten,condominium,-4.334032674286514,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,tighten,tighten,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,transport,poteen,12.795663404331725,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,transport,colloquies,-0.7068966488250394,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,transport,transport,99.99999839515137,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,greatly,moreover,31.71872064426806,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,greatly,unfreedom,7.695196754879174,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,greatly,greatly,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,price,walla,11.93797160323884,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,price,caravans,4.674266160174967,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,price,price,99.99999978287265,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,community,biomedical,19.113089087423475,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,community,chitons,-3.191523534481955,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,community,community,99.99999898008268,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,figure,magnum,3.0696714364801925,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,figure,psychomotor,0.7666521038325769,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,figure,figure,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,facilitate,pitted,0.9176477428732732,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,facilitate,untucking,-13.175092004588063,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,facilitate,facilitate,99.99999977577069,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,consistently,raspberries,5.200134319368644,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,consistently,consistently,99.99999881103827,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,just,preschoolers,12.003099987691378,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,just,interracial,2.0500152560661733,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,just,just,99.99999995468035,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,assistance,ebbed,2.0856449865555016,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,assistance,endocytosis,1.2891672440708102,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,assistance,assistance,99.9999976860024,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,somewhat,semidarkness,16.73293935040642,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,somewhat,nonagenarian,9.699218566989432,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,somewhat,somewhat,99.99999724088526,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,stretch,freelanced,2.5188717262949134,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,stretch,bountiful,13.155034038999158,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,stretch,stretch,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,pure,microglial,4.068589346286588,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,pure,blimps,3.5483551189874674,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,pure,pure,99.9999988471691,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,desire,topsail,5.260161152323628,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,desire,amidst,1.070511303556665,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,desire,desire,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,room,loom,5.817230077843849,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,room,legendary,0.7452818414009021,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,room,room,99.99999966333104,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,rather,skidpan,12.416238795706692,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,rather,edp,5.345169184085085,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,rather,rather,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,luck,downsize,11.9789521027296,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,luck,neatness,11.23515168346848,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,luck,luck,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,decade,trembler,2.8608715935378504,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,decade,fructifies,11.193818024824298,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,decade,decade,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,cord,cock,11.589859088415388,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,cord,parties,1.9399054482502232,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,cord,cord,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,ride,handstand,19.827509652293372,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,ride,mentally,14.252022466786862,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,ride,ride,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,emission,parser,5.248525974974982,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,emission,insists,2.3276375880544875,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,emission,emission,99.99999825403866,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,abroad,continuingly,12.093951657595092,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,abroad,crosspoints,0.36151859431364786,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,abroad,abroad,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,easily,thermionic,14.752307588793334,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,easily,economizing,8.87903617313085,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,easily,easily,99.99999840693548,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,criteria,aggressor,5.313894699848931,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,criteria,allocator,7.15635186356417,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,criteria,criteria,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,foreign,arisen,5.833406153108445,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,foreign,maddens,8.698585260592163,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,foreign,foreign,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,weaken,rotor,3.45981175729686,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,weaken,lovebirds,3.7362768144729497,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,weaken,weaken,99.9999998446563,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,powerful,client,6.729921219276214,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,powerful,venerability,17.584813498021223,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,powerful,powerful,99.99999979612572,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,transit,maths,3.812247097115562,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,transit,brusk,-3.468818587699829,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,transit,transit,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,pasta,earthen,16.268026208529875,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,pasta,stoning,4.335282866889334,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,pasta,pasta,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,variety,yuk,8.703776664727869,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,variety,lily,11.665240399400334,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,variety,lazarette,11.362120344953052,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,variety,variety,99.99999969164296,4,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,rub,gaura,15.989012082959086,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,rub,aquatic,0.5250989930011718,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,rub,rub,99.99999926185086,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,length,overarm,16.424872381933152,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,length,bencher,9.149994591793686,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,length,length,99.99999797761565,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,encouraging,sledgehammers,-1.8730975805632877,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,encouraging,cooling,8.500960493256493,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,encouraging,encouraging,99.99999795762952,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,thereby,whereases,11.022460723387306,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,thereby,noninflationary,17.112765691825317,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,thereby,thereby,99.99999990855115,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,blank,epistemologically,8.786014325085912,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,blank,february,7.701746918937746,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,blank,blank,99.99999959259995,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,production,seceding,-1.1824579898223497,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,production,hoicks,4.276330593813949,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,production,production,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,run,lune,-0.8815660656434909,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,run,stashed,14.974083216363244,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,run,run,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,safely,piloted,17.756474238662644,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,safely,plumed,0.6508852880659721,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,safely,safely,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,delivery,oarlocks,12.21982157804149,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,delivery,wailer,0.31504338748893357,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,delivery,delivery,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,medium,topdress,18.555315868462753,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,medium,windcheater,14.232494717579481,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,medium,medium,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,them,markets,5.845138817789907,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,them,atonic,2.797391325892684,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,them,them,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,urge,abnormal,3.9053992035610774,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,urge,bobotie,7.525032469901394,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,urge,urge,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,wheelchair,preselect,7.411280765276507,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,wheelchair,obstructionists,2.758676685396433,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,wheelchair,wheelchair,99.99999797855203,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,discourse,cq,6.083805159342781,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,discourse,damasks,15.347271835458109,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,discourse,discourse,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,assembly,dromedaries,2.7994493987432256,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,assembly,backstopping,-1.0043018062448228,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,assembly,assembly,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,occupation,polyhedrons,3.641244220973261,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,occupation,despairs,13.96422155568704,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,occupation,occupation,99.99999814774456,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,virus,hyperopic,-2.1259784350833977,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,virus,forthcoming,-0.9963799511962801,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,virus,virus,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,ghost,treasury,6.150790163796138,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,ghost,neckpiece,6.4134070613357625,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,ghost,ghost,99.99999848715841,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,region,canalized,5.237576384252107,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,region,violoncello,0.35623083803298927,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,region,region,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,belly,boffin,6.057538824178376,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,belly,hallmarks,5.240098282383299,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,belly,belly,99.99999926903399,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,press,racialists,9.09708167458627,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,press,salter,-3.0896193593778376,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,press,press,99.99999954941426,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,sensitive,trickle,-3.127634865767992,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,sensitive,trapezius,5.275833250789219,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,sensitive,sensitive,99.99999949389556,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,mutual,seersucker,7.513976665128297,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,mutual,quantize,2.688657685232465,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,mutual,mutual,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,journal,stlg,-2.3009896749840886,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,journal,sideswiping,3.040623964827227,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,journal,journal,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,specifically,commonalities,18.247351680068856,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,specifically,tuberculous,5.557386907855344,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,specifically,specifically,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,fighting,extortionist,6.2701818265224585,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,fighting,pearce,3.3460111813838234,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,fighting,fighting,99.99999973176658,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,candy,nauseate,23.456352757208478,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,candy,orate,0.8843393732339111,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,candy,candy,99.99999790851881,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,dramatically,gustiness,5.421664313127572,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,dramatically,westerns,3.0569368618379,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,dramatically,dramatically,99.99999933895289,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,capable,unzoned,0.7954699709342594,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,capable,conferring,0.3558223262264515,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,capable,capable,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,warn,whittling,3.4507353152650855,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,warn,ons,15.56090736675414,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,warn,warn,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,coin,enslavers,10.300563406670404,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,coin,toilet,18.01261501754872,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,coin,coin,99.99999949969113,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,organized,electroencephalography,9.900596974767396,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,organized,jitterbugs,-6.537512741550633,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,organized,organized,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,infant,separatism,12.28871507156879,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,infant,bromides,6.801875793718626,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
